Site,Title,Company,Ratings,Reviews,Experience,Salary,Location,Description,Job_Post_History,URL
linkedIn,Sr. Data Analyst (Complex SQL expert) - Remote,Adit,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/sr-data-analyst-complex-sql-expert-remote-at-adit-3429449084?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=FS6lbgyc4Hc4IxPbocZziA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Hiring Junior Data Research,Vedlogic Solutions Pvt. Ltd.,,,,,"Ahmedabad, Gujarat, India",,1 week ago,https://in.linkedin.com/jobs/view/hiring-junior-data-research-at-vedlogic-solutions-pvt-ltd-3422086434?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=e3At4ryZevjHczwf6uI6Xg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Financial Data Analyst / Financial Analyst,Conga,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/financial-data-analyst-financial-analyst-at-conga-3423009636?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=t0i1RnddZcdIGQ96oldnGg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Senior Data Analyst - SQL/Python,Huptech HR Solutions,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,3 weeks ago,https://in.linkedin.com/jobs/view/senior-data-analyst-sql-python-at-huptech-hr-solutions-3434576559?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=e4m1O5frVGeoIED%2BPyJifQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Researcher I,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,5 days ago,https://in.linkedin.com/jobs/view/data-researcher-i-at-s-p-global-3251061224?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=QRQKdlVk%2Buio7%2F5KtOWVVA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Senior Data Analyst,Huptech HR Solutions,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,3 weeks ago,https://in.linkedin.com/jobs/view/senior-data-analyst-at-huptech-hr-solutions-3434578480?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=QbnLFFP0v2JYiI%2B%2F3kg9nA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Researcher I,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,5 days ago,https://in.linkedin.com/jobs/view/data-researcher-i-at-s-p-global-3251054952?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=sMnGE7oIIOKBAGwb1yNw%2Bw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Researcher I,S&P Global,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-researcher-i-at-s-p-global-3251060345?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=mCJouspUN7V4EQ3686iMgQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,BI/Power BI,Stridely Solutions,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 month ago,https://in.linkedin.com/jobs/view/bi-power-bi-at-stridely-solutions-3432695302?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=TeG0wXCvuvCkvOYzKk0LWw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Engineer,Anblicks,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-engineer-at-anblicks-3422402435?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=OxeLqJDddessaDEYUt6AbA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Senior Data Analyst,Light Microfinance Pvt. Ltd.,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,2 weeks ago,https://in.linkedin.com/jobs/view/senior-data-analyst-at-light-microfinance-pvt-ltd-3373681950?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=R6m5QgGD6plkTr%2FLvfBbcg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Engineer,eInfochips (An Arrow Company),,,,,"Ahmedabad, Gujarat, India",Actively Hiring,2 days ago,https://in.linkedin.com/jobs/view/data-engineer-at-einfochips-an-arrow-company-3432392782?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=icqtiMofAxhVixlu3y1nLg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,"Data Analyst/Modeler,Business Analyst",sp solutions,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,3 weeks ago,https://in.linkedin.com/jobs/view/data-analyst-modeler-business-analyst-at-sp-solutions-3430309847?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=HSc9JjjtovAgxFSuoftJfQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Engineer,Simform,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 month ago,https://in.linkedin.com/jobs/view/data-engineer-at-simform-3403865703?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=8bf9muGlAikDbHcV0Cbhhg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Analyst/Statistician,sp solutions,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,3 weeks ago,https://in.linkedin.com/jobs/view/data-analyst-statistician-at-sp-solutions-3430316131?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=NgnCOS8hPxoDV2QYTUnS3g%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Engineer,Encora Inc.,,,,,"Ahmedabad, Gujarat, India",Actively Hiring,1 week ago,https://in.linkedin.com/jobs/view/data-engineer-at-encora-inc-3423008791?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=Rt5rRFV7A4LLKtsAQSoKJA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,DataAnalyst,Priyanka Vinayak,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,4 days ago,https://in.linkedin.com/jobs/view/dataanalyst-at-priyanka-vinayak-3434759893?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=54D2cCBwLMtN9NWUhH8%2Fyg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Data Engineer - Python/Spark,NICT,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,4 weeks ago,https://in.linkedin.com/jobs/view/data-engineer-python-spark-at-nict-3431192155?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=BSB6dGib9fkL2gXX2s9TMg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
linkedIn,Manager/Senior Manager - Data Analyst,HuQuo,,,,,"Ahmedabad, Gujarat, India",Be an early applicant,1 month ago,https://in.linkedin.com/jobs/view/manager-senior-manager-data-analyst-at-huquo-3414109277?refId=OszpbrPeNgTg4Xyanra8hA%3D%3D&trackingId=mX%2BnW%2F1yupcGwfPMQ3q6IA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
